sid,source
660,"#include <iostream>
#include <string.h>
using namespace std;

int main()
{
	char a[100],b[100];
	int ai[100],bi[100],ci[100];
	int lena,lenb;
	int i,j;
	int sumh,carry,maxlen,minlen;
	
	carry=0;
	cin>>a>>b;
	lena=strlen(a);
	lenb=strlen(b);
	minlen=lena>lenb?lenb:lena;
	maxlen=lena>lenb?lena:lenb;
	for(i=0;i<maxlen;i++)
	{
		ai[i]=a[lena-i-1]-'0';
		bi[i]=b[lenb-i-1]-'0';
	}
	for(i=0;i<minlen;i++)
	{
		sumh=ai[i]+bi[i]+carry;
		ci[i]=sumh%10;
		carry=sumh/10;
	}
	if(lena>lenb)
	{
		for(i=minlen;i<maxlen;i++)
		{
			sumh=ai[i]+carry;
			ci[i]=sumh%10;
			carry=sumh/10;
		}
	}
	else
	{
		for(i=minlen;i<maxlen;i++)
		{
			sumh=bi[i]+carry;
			ci[i]=sumh%10;
			carry=sumh/10;
		}
	}
	if(carry>0)
	{
		ci[maxlen]=carry;
		for(i=maxlen;i>=0;i--)
		{
			if(ci[i]!=0) cout<<ci[i];
		}
		cout<<endl;
	}
	else
	{
		for(i=maxlen-1;i>=0;i--)
		{
			if(ci[i]!=0) cout<<ci[i];
		}
		cout<<endl;
	}

	return 0;
}"
661,"#include<iostream>
using namespace std;

int main()
{

	int s,max,min,a[4],temp;
	while(cin>>s)
	{
			int count=0;
			while(s!=6174)

			{
					a[0]=s/1000;
					a[1]=(s/100)%10;
					a[2]=(s/10)%10;
					a[3]=s%10;
					
					for(int i=1;i<=4;i++)
					{
						for(int j=1;j<=4-i;j++)
						{
							if(a[j-1]<a[j])
							{
								temp=a[j-1];
								a[j-1]=a[j];
								a[j]=temp;
							}
						}
					}
					
							max=a[0]*1000+a[1]*100+a[2]*10+a[3];
						
							min=a[3]*1000+a[2]*100+a[1]*10+a[0];
							
							s=max-min;
							
							count++;
				}
			cout<<count<<endl;
	}
	return 0;
}"
662,"#include<iostream>
#include<cstring>
#include<memory>
using namespace std;
int main()
{
	char a[110],b[110];
	while(scanf(""%s%s"",a,b)!=EOF)
	{
	int x[110],y[110],i,m,n,j;
	memset(x,0,sizeof(x));
	memset(y,0,sizeof(y));
	m=strlen(a);
	n=strlen(b);
	j=0;
	for(i=m-1;i>=0;i--)
		x[j++]=a[i]-'0';
	j=0;
	for(i=n-1;i>=0;i--)
		y[j++]=b[i]-'0';
	for(i=0;i<110;i++)
	{
		x[i]+=y[i];
		if(x[i]>=10)
		{
			x[i]-=10;
			x[i+1]+=1;
		}
	}
	for(i=109;i>=0;i--)
		if(x[i]!=0)break;
	for(;i>=0;i--)
		cout<<x[i];
	cout<<endl;
	}
	return 0;
}
		
	
	

"
663,"#include<iostream>
#include<stdio.h>
using namespace std;
int main()
{
	char str[1000];
	char st[1000];
	int N;
	cin>>N;
	
	while(N--)
	{
		int r=0;
		cin>>str;
		int num=strlen(str);
		for(int i=num-1;i>=0;i--)
		{
			st[r]=str[i];
			cout<<st[r];
			r++;
		}
		cout<<endl;
		
	}
	return 0;
}
"
664,"#include<stdio.h>
#include<string.h>
#include<memory.h>
int main()
{
	char a[110],b[110];
	while(scanf(""%s%s"",a,b)!=EOF)
	{
	int x[110],y[110],i,m,n,j;
	memset(x,0,sizeof(x));
	memset(y,0,sizeof(y));
	m=strlen(a);
	n=strlen(b);
	j=0;
	for(i=m-1;i>=0;i--)
		x[j++]=a[i]-'0';
	j=0;
	for(i=n-1;i>=0;i--)
		y[j++]=b[i]-'0';
	for(i=0;i<110;i++)
	{
		x[i]+=y[i];
		if(x[i]>=10)
		{
			x[i]-=10;
			x[i+1]+=1;
		}
	}
	for(i=109;i>=0;i--)
		if(x[i]!=0)break;
	for(;i>=0;i--)
		printf(""%d"",x[i]);
	printf(""\n"");
	}
	return 0;
}
		
	
	

"
665,"#include<iostream>  
int p(int n);
using namespace std; 
int main() 
{ 
int n,time;
while(cin>>n)
{
	time=0;
if(n==6174) 
cout<<""0""<<endl; 
if(n!=6174) 
{ 
while(n!=6174) 
{ 
n=p(n);  
time++; 
}  
cout<<time<<endl;   
}
}
return 0; 
}   
int p(int n) 
{  
bool flag; 
int s[4],i,j,t; 
for(i=0;i<4;i++)  
{ 
s[i]=n%10; 
n=n/10;  
}  
for(i=0;i<4;i++) 
{  
flag=false; 
for(j=0;j<3-i;j++)  
{   
if(s[j]>s[j+1])  
{   
t=s[j];   
s[j]=s[j+1];  
s[j+1]=t;
flag=true; 
} 
}  
if(!flag)break;  
}  
int e=(s[3]*1000+s[2]*100+s[1]*10+s[0])-(s[0]*1000+s[1]*100+s[2]*10+s[3]); 
return e; 
}  "
666,"#include<iostream>
#include <string.h>
#include<stdlib.h>
using namespace std;
int mycompare(const void *elem1,const void *elem2)
{
	
	return strcmp( (char * ) elem1, (char * ) elem2);

}

int main()
{
	int N;
	cin>>N;
	int t=N;
	char num[100][20];
	
	while(N--)
	{
		
		cin>>num[N];
		

			
	}
	qsort(num, t,sizeof(num[0]),mycompare);
	for(int j=0;j<t;j++)
	{
		if(strcmp(""China"",num[j]))   //相同反回0 ,大于返回>0,小于返回<0;
		cout<<num[j]<<endl;
	}
	cout<<""China""<<endl;
	return 0;


	
}"
667,"#include<iostream>
#include<string.h>
using namespace std;
struct NBA
{
	int year;
	char city[20];
}nba[100],temp1;
int main()
{
int i,n;
char temp2[20];
cin>>n;
for(i=0;i<n;i++)
{
cin>>nba[i].city;
cin>>nba[i].year;
}
for(i=0;i<n;i++)
{
for(int j=i+1;j<n;j++)
if(nba[i].year>nba[j].year)
{
temp1=nba[i];
nba[i]=nba[j];
nba[j]=temp1;
}
}
for(i=0;i<n;i++)
{
	cout<<nba[i].year<<"" ""<<nba[i].city<<endl;
}
return 0;
}"
668,"#include<iostream>
#include<stdio.h>
#include<string.h>
using namespace std;
int main()
{
	
	int N;
	cin>>N;
	char n[13];
	while(N--)
	{
		cin>>n;
		
	     int m=(n[0]*1+n[2]*2+n[3]*3+n[4]*4+n[6]*5+n[7]*6+n[8]*7+n[9]*8+n[10]*9)%11;
		if(m==n[13])
			cout<<""Right""<<endl;
		else
			for(int j=0;j<12;j++)
				cout<<n[j]<<m<<endl;
	}

		
	
	return 0;
}"
669,"#include<iostream>
#include<string.h>
using namespace std;
int main(){
	int n;
	scanf(""%d"",&n);
	getchar();
	for(;n>0;n--){
		char str[1000];
		gets(str);
		for(int i = strlen(str)-1;i>=0;i--)
			putchar(str[i]);
		putchar('\n');
	}

	return 0;
}"
670,"#include<stdio.h>
#define N 9
void sort(int a[],int n){   
	int i,j,temp;   
	if(n==1)        
		return ;    
	for(i=1;i<n;i++){   
		temp=a[i];    
		j=i-1;      
		while(a[j]>temp&&j>=0){    
			a[j+1]=a[j];         
			j--;        
		}        
		a[j+1]=temp;   
	}
}
int main(){    
	int n,a[N], i,flag=1; 
	scanf(""%d"",&n);       
	for(i=0;i<n;i++)    
		a[i]=i+1;    
	for(i=0;i<n;i++)   
		printf(""%d "",a[i]); 
	printf(""\n"");   
	while(flag){        
        for(i=n-2;i>=0&&a[i]>a[i+1];i--);        
		if(i<0) flag=0;
		else
		{           
			int j,k,temp;          
			temp=a[i+1];         
			k=i+1;           
			for(j=i+2;j<n;j++){                
				if(a[j]<temp){                    
					temp=a[j];                    
					k=j;                
			}            
			}           
            temp=a[i];            
			a[i]=a[k];            
			a[k]=temp;            
			sort(a+i+1,n-i-1);           
			for(j=0;j<n;j++)               
				printf(""%d "",a[j]);           
			printf(""\n"");        
		}    
	}   
	return 0;
} "
671,"#include<stdio.h>
#include<stdlib.h>
typedef struct stu
{
    int m;
    char string[10];
}st;
int main(void)
{
    int i,j,n,k;
    st *p;
    char a[10];
    scanf(""%d"",&n);
    p=(st *)malloc(sizeof(st)*n);
    for(i=0;i<n;i++)
    {
        scanf(""%s"",(p+i)->string);
        scanf(""%d"",&(p+i)->m);
    }
    for(i=0;i<n-1;i++)
    {
        for(j=i;j<n;j++)
        {
            if(((p+i)->m)>((p+j)->m))
            {
                k=(p+i)->m;
                (p+i)->m=(p+j)->m;
                (p+j)->m=k;

                a[10]=(p+i)->string[10];
                (p+i)->string[10]=(p+j)->string[10];
                (p+j)->string[10]=a[10];
            }
        }
    }
    for(i=0;i<n;i++)
    printf(""%d %s\n"",(p+i)->m,(p+i)->string);
    return 0;
} "
672,"#include<stdio.h>
#include<string.h>
int main(){
	int n;
	scanf(""%d"",&n);
	getchar();
	for(;n>0;n--){
		char str[1000];
		gets(str);
		for(int i = strlen(str)-1;i>=0;i--)
			putchar(str[i]);
		putchar('\n');
	}

	return 0;
}"
673,"#include<iostream>
using namespace std;
int main()
{
	struct NBA{
	int year;
	char name[10];
	}nba[999],t;
	int n,i=0,j;
	cin>>n;
	j=n;
	while(j--)
	{
		cin>>nba[i].name>>nba[i].year;
		i++;
	}
	for(j=0;j<n;j++)
		for(i=0;i<n-j-1;i++)
			if(nba[i].year>nba[i+1].year)
			{
				t=nba[i];
			   nba[i]=nba[i+1];
			   nba[i+1]=t;
			}
	for(i=0;i<n;i++)
		cout<<nba[i].year<<"" ""<<nba[i].name<<endl;
	return 0;
}"
674,"#include<stdio.h>
#include<string.h>
#include<memory.h>
int main()
{
	char a[110],b[110];
	while(scanf(""%s%s"",a,b)!=EOF)
	{
	int x[110],y[110],i,m,n,j;
	memset(x,0,sizeof(x));
	memset(y,0,sizeof(y));
	m=strlen(a);
	n=strlen(b);
	j=0;
	for(i=m-1;i>=0;i--)
		x[j++]=a[i]-'0';
	j=0;
	for(i=n-1;i>=0;i--)
		y[j++]=b[i]-'0';
	for(i=0;i<110;i++)
	{
		x[i]+=y[i];
		if(x[i]>=10)
		{
			x[i]-=10;
			x[i+1]+=1;
		}
	}
	for(i=109;i>=0;i--)
		if(x[i]!=0)break;
	for(;i>=0;i--)
		printf(""%d"",x[i]);
	printf(""\n"");
	}
	return 0;
}
		
	
	

"
675,"#include<iostream>
using namespace std;
int main()
{
	int a[10001]={0},L,M,n,m,count;
	while(cin>>L>>M)
	{
		while(M--)
		{
			cin>>n>>m;
			for(int i=n;i<=m;i++)
			{
				a[i]=1;
			}
		}
count=0;
		for(int r=0;r<=L;r++)
		{
			if(!a[r])
				count++;
		}
		cout<<count<<endl;
	}
	return 0;
}
"
676,"#include<iostream>
#include<cstdio>
using namespace std;
struct NBA{
	char name[100];
	int time;
}a[100],t;
int main()
{
	int n,i,j,k;	
	cin>>n;
	for(i=0;i<n;i++)
	{
		cin>>a[i].name;
		cin>>a[i].time;
	}
	for(i=0;i<n-1;i++)
	{
		k=i;
		for(j=i+1;j<n;j++)
		{
			
			if(a[k].time>a[j].time)k=j;
			if(k!=i)
			{
				t=a[i];
				a[i]=a[k];
				a[k]=t;
			}
		}
		for(i=0;i<n;i++)
		{
			cout<<a[i].time<<' '<<a[i].name<<endl;
		}
		return 0;

	}
"
677,"#include<stdio.h>
#include<string.h>
int main()
{
	char a[101],b[101];
	int aa[101]={0},bb[101]={0},c[101]={0};
	int aaa[101]={0},bbb[101]={0};
	int l,m;
	gets(a);
	gets(b);
	int la,lb,i;
	la=strlen(a);
	lb=strlen(b);
	for(i=0;i<la;i++)
	aa[i]=a[i]-'0';
	for(i=0;i<lb;i++)
	bb[i]=b[i]-'0';
	for(i=0;i<la;i++)
	aaa[i]=aa[la-1-i];
	for(i=0;i<lb;i++)
	bbb[i]=bb[lb-1-i];
	m=la>lb?la:lb;
	for(i=0;i<m;i++)
	c[i]=aaa[i]+bbb[i];
	for(i=0;i<m;i++)
	{
		if(c[i]>=10)
		{
			c[i]=c[i]-10;
			c[i+1]=c[i+1]+1;
		}
	}
	if(c[m]==0)
	l=m;
	else if(c[m]!=0)
	l=m+1;
	for(i=l-1;i>=0;i--)
	printf(""%d"",c[i]);
	printf(""\n"");
	return 0;
}"
678,"#include<iostream>
#include<cstdio>
using namespace std;
struct NBA{
	char name[100];
	int time;
}a[100],t;
int main()
{
	int n,i,j,k;	
	cin>>n;
	for(i=0;i<n;i++)
	{
		cin>>a[i].name;
		cin>>a[i].time;
	}
	for(i=0;i<n-1;i++)
	{
		k=i;
		for(j=i+1;j<n;j++)
		{
			
			if(a[k].time>a[j].time)k=j;
			if(k!=i)
			{
				t=a[i];
				a[i]=a[k];
				a[k]=t;
			}
		}
		for(i=0;i<n;i++)
		{
			cout<<a[i].time<<' '<<a[i].name<<endl;
		}
	
	}

return 0;

}"
679,"#include<iostream>
#include<stdio.h>
#include<string.h>
using namespace std;
int a[1000];
int main()
{
	int n,k,i,j;
	
	while(cin>>n>>k)
	{
		memset(a,0,sizeof(a));
		for(i=1;i<=k;i++)
		{
			for(j=1;j<=n;j++)
			{
				if(j%i==0)
					a[j]=!a[j];
			}
		}
		for(i=1;i<=n;i++)
		{
			if(a[i])
			{
			
			cout<<i<<endl;
			}
		}
	}
	
	
	return 0;
}	
"
680,"#include<iostream>
#include<stdio.h>
#include<string.h>
using namespace std;

int main()
{
	int n,k;
	while(cin>>n)
	{
		int t=n;
	int max=0,min=100,temp=0;
	
		
			while(n--)
			{
				
					cin>>k;
					if(k>=max)
					{
						max=k;
					}
					if(k<=min)
					{
						min=k;
					}
					temp+=k;
			}
			float fm=(float(temp-max-min))/(t-2);
			printf(""%.2f"",fm);
			cout<<endl;
	}
	return 0;
}	
"
681,"#include<stdio.h>
#include<string.h>
int main()
{
	char a[101],b[101];
	int aa[101]={0},bb[101]={0},c[101]={0};
	int aaa[101]={0},bbb[101]={0};
	int l,m;
	while(scanf(""%s%s"",a,b)!=EOF)
	{
			int la,lb,i;
	la=strlen(a);
	lb=strlen(b);
	for(i=0;i<la;i++)
	aa[i]=a[i]-'0';
	for(i=0;i<lb;i++)
	bb[i]=b[i]-'0';
	for(i=0;i<la;i++)
	aaa[i]=aa[la-1-i];
	for(i=0;i<lb;i++)
	bbb[i]=bb[lb-1-i];
	m=la>lb?la:lb;
	for(i=0;i<m;i++)
	c[i]=aaa[i]+bbb[i];
	for(i=0;i<m;i++)
	{
		if(c[i]>=10)
		{
			c[i]=c[i]-10;
			c[i+1]=c[i+1]+1;
		}
	}
	if(c[m]==0)
	l=m;
	else if(c[m]!=0)
	l=m+1;
	for(i=l-1;i>=0;i--)
	printf(""%d"",c[i]);
	printf(""\n"");
	}

	return 0;
}"
682,"#include<stdio.h>
typedef struct NBA{
	int year;
	char name[30];
}NBA;
int main()
{
	int i,j,n;
	NBA nba[100],temp;
	scanf(""%d"",&n);
	for(i=0;i<n;i++)
	{
		scanf(""%s%d"",nba[i].name,&nba[i].year);
	}
	for(i=0;i<n;i++)
	{
		for(j=i+1;j<n;j++)
		{
			if(nba[j].year<nba[i].year)
			{
				temp = nba[i];
				nba[i] = nba[j];
				nba[j] = temp;
			}
		}
	}
	for(i=0;i<n;i++)
	{
		printf(""%d %s\n"",nba[i].year,nba[i].name);
	}
	return 0;
}"
683,"#include<iostream>
#include<stdio.h>
#include<string.h>
using namespace std;
#define MAXN 10
int a[MAXN][MAXN];
int main()
{
	int n,x,y,tot=0;
	cin>>n;
	memset(a,0,sizeof(a));
	tot=a[x=0][y=n-1]=1;
	while(tot<n*n)
	{
		while(x+1<n&&!a[x+1][y]) a[++x][y]=++tot;
		while(y-1>=0&&!a[x][y-1]) a[x][--y]=++tot;
		while(x-1>=0&&!a[x-1][y]) a[--x][y]=++tot;
		while(y+1<n&&!a[x][y+1]) a[x][++y]=++tot;
	}
	for(x=0;x<n;x++)
	{
		for(y=0;y<n;y++)
		{
			printf(""%3d"",a[x][y]);
		}
		cout<<endl;
	}
	return 0;
}	
"
684,"#include<stdio.h>     
#include<math.h>     
#include<conio.h>     
#define N 800    
 void main()    
 {    
    short i,j,k,r,x,flag,a[N];    
        
    for(i=0;i<N;i++)    
        a[i]=0;    
    x=flag=0;    
   i=j=k=1;        
    a[0]=a[1]=1;    
    while(scanf(""%d"",&x)!=EOF){   
   for(i=1;i<=x;i++)    
   {           
        int temp;    
        temp=0;    
        for(j=1;j<=k;j++)    
        {                   
            if(flag!=1)    
                a[j]*=i;    
            else    
           {    
               a[j]=a[j]*i+temp;    
                flag=0;                     
            }                   
            if(a[j]>=10)    
            {    
                temp=a[j]/10;    
                a[j]=a[j]%10;    
                flag=1;     
                if(k==j)    
                    k++;    
            }    
        }              
    }       
        for(j=k;j>0;j--)    
            printf(""%d"",a[j]);          
        printf(""\n"");  

    getch();
    }
 }  
"
685,"#include<stdio.h>
#include<string.h>
int main()
{
	char a[1000],b[1000],c[1001];
	int i,j=1,p=0,n,n1,n2;
	while(scanf(""%s %s"",a,b)!=EOF)
	{
		n1=strlen(a)-1;
		n2=strlen(b)-1;
		for(i=0;n1>=0||n2>=0;i++,n1--,n2--)
		{
			if(n1>=0&&n2>=0){c[i]=a[n1]+b[n2]-'0'+p;}
			if(n1>=0&&n2<0){c[i]=a[n1]+p;}
			if(n1<0&&n2>=0){c[i]=b[n2]+p;}
			p=0;
			if(c[i]>'9'){c[i]=c[i]-10;p=1;}
		}
		if(p==1){printf(""%d"",p);}
		while(i--)
		{	
			if(i==0)
				printf(""%c\n"",c[i]);
			else
				printf(""%c"",c[i]);
		}
	}
	return 0;
}
 
"
686,"#include<stdio.h>
#include <iostream>
using namespace std;
int main()
{
	char a[100], b[100];
	char c;
	int i,j,s,k,l=1,t;
	gets(a);
	gets(b);
	s=strlen(a);
	t=strlen(b);
	if(s>t)
	{
		k=t;
		l=0;
	}
	else k=s;
	for(i=0;i<s/2;i++)
	{
		c=a[i];
		a[i]=a[s-1-i];
		a[s-1-i]=c;
	}
	for(i=0;i<t/2;i++)
	{
		c=b[i];
		b[i]=b[t-1-i];
		b[t-1-i]=c;
	}

	for(i=0;i<k;i++)
	{
		if(l==0)
		{
			a[i]=a[i]+b[i]-'0';
			while(a[i]>=10+'0')
			{
				a[i]-=10;
				a[i+1]++;
			}
		}
		else{
			b[i]=a[i]+b[i]-'0';
			while(b[i]>=10+'0')
			{
				b[i]-=10;
				b[i+1]++;
			}
		}
	}
		if(l==0)
		{
			for(i=0;i<s/2;i++)
			{
				c=a[i];
				a[i]=a[s-1-i];
				a[s-1-i]=c;
			}
			puts(a);
		}
		else
		{
			for(i=0;i<t/2;i++)
				{
					c=b[i];
					b[i]=b[t-1-i];
					b[t-1-i]=c;
				}	
			puts(b);
		}
	return 0;
}"
687,"#include<iostream>
using namespace std;
int main()
{
	int a,b;
	while(cin>>a>>b)
		cout<<a+b<<endl;
	return 0;
}"
688,"#include <iostream>
#include <string.h>
using namespace std;

int main()
{
	char a[100],b[100];
	int ai[100],bi[100],ci[100];
	int lena,lenb;
	int i,j;
	int sumh,carry,maxlen,minlen;
	
	carry=0;
	cin>>a>>b;
	lena=strlen(a);
	lenb=strlen(b);
	minlen=lena>lenb?lenb:lena;
	maxlen=lena>lenb?lena:lenb;
	for(i=0;i<maxlen;i++)
	{
		ai[i]=a[lena-i-1]-'0';
		bi[i]=b[lenb-i-1]-'0';
	}
	for(i=0;i<minlen;i++)
	{
		sumh=ai[i]-bi[i]-carry;
		if(sumh<0 && sumh>=-10)
		{
			carry=1;
			ci[i]=sumh+10;
		}
		else if(sumh<-10 && sumh>=-20)
		{
			carry=2;
			ci[i]=sumh+20;
		}
		else
		{
			carry=0;
			ci[i]=sumh;
		}
	}

	for(i=minlen;i<maxlen;i++)
	{
		sumh=ai[i]-carry;
		if(sumh<0 && sumh>=-10)
		{
			carry=1;
			ci[i]=sumh+10;
		}
		else if(sumh<-10 && sumh>=-20)
		{
			carry=2;
			ci[i]=sumh+20;
		}
		else
		{
			carry=0;
			ci[i]=sumh;
		}
	}

	j=0;
	for(i=maxlen-1;i>=0;i--)
	{
		if(ci[i]!=0||j==1)
		{
			cout<<ci[i];
			j=1;
		}
	}
	cout<<endl;


	return 0;
}"
689,"#include <iostream>
#include <String>

using namespace std;

void sort(int* Num,string* str,int Len)
{
	int i,j,temp;
	string stemp;
	for(i = 0;i<Len;i++)
		for(j = Len-1;j>i;j--)
			if(Num[j]<Num[j-1])
				{
					temp = Num[j];
					Num[j] = Num[j-1];
					Num[j-1] = temp;

					stemp = str[j];
					str[j] = str[j-1];
					str[j-1] = stemp;
				}
}
int main()
{
	int t,* time,i;
	string* part;
	cin>>t;
	time = new int[t];
	part = new string[t];
	
	for(i = 0;i<t;i++)
	{
		cin>>part[i]>>time[i];
	}

	sort(time,part,t);

	for(i = 0;i<t;i++)
	{
		if(time[i]==time[i+1]) continue;
		cout<<time[i]<<"" ""<<part[i]<<endl;
	}
	return 0;
}"
690,"#include<stdio.h>
#include<stdlib.h>
typedef struct stu
{
    int m;
    char string[10];
}st;
int main(void)
{
    int i,j,n,k;
    st *p;
    char a[10];
    scanf(""%d"",&n);
    p=(st *)malloc(sizeof(st)*n);
    for(i=0;i<n;i++)
    {
        scanf(""%s"",(p+i)->string);
        scanf(""%d"",&(p+i)->m);
    }
    for(i=0;i<n-1;i++)
    {
        for(j=i;j<n;j++)
        {
            if(((p+i)->m)>((p+j)->m))
            {
                k=(p+i)->m;
                (p+i)->m=(p+j)->m;
                (p+j)->m=k;

				for(int k=0;k<=10;k++)
				{
                a[k]=(p+i)->string[k];
                (p+i)->string[k]=(p+j)->string[k];
                (p+j)->string[k]=a[k];
				}
            }
        }
    }
    for(i=0;i<n;i++)
    printf(""%d %s\n"",(p+i)->m,(p+i)->string);
    return 0;
} "
691,"#include<stdio.h>
#include<string.h>
int main()
{
	char a[100],b[100],c[1000];
	int i,p=0,n1,n2;
	while(scanf(""%s %s"",a,b)!=EOF)
	{
		n1=strlen(a)-1;
		n2=strlen(b)-1;
		for(i=0;n1>=0||n2>=0;i++,n1--,n2--)
		{
			if(n1>=0 && n2>=0)
				c[i]=a[n1]+b[n2]-'0'+p;
			if(n1>=0 && n2<0)
				c[i]=a[n1]+p;
			if(n1<0 && n2>=0)
				c[i]=b[n2]+p;
			p=0;
			if(c[i]>'9')
			{
				c[i]=c[i]-10;
				p=1;
			}
		}
		if(p==1){printf(""%d"",p);}
		while(i--)
		{	
			if(i==0)
				printf(""%c\n"",c[i]);
			else
				printf(""%c"",c[i]);
		}
	}
	return 0;
}"
692,"#include<stdio.h>
int main()
{
	int n,a;
	scanf(""%d"",&n);
	while(n>0)
	{
		scanf(""%d"",&a);
		printf(""%o\n"",a);
		n--;
	}
	return 0;
}"
693,"#include <iostream>
#include <string.h>
using namespace std;

int main()
{
	char a[100],b[100];
	int ai[100],bi[100],ci[100];
	int lena,lenb;
	int i,j;
	int sumh,carry,maxlen,minlen;
	
	carry=0;
	cin>>a>>b;
	lena=strlen(a);
	lenb=strlen(b);
	minlen=lena>lenb?lenb:lena;
	maxlen=lena>lenb?lena:lenb;
	for(i=0;i<maxlen;i++)
	{
		ai[i]=a[lena-i-1]-'0';
		bi[i]=b[lenb-i-1]-'0';
	}
	for(i=0;i<minlen;i++)
	{
		sumh=ai[i]+bi[i]+carry;
		ci[i]=sumh%10;
		carry=sumh/10;
	}
	if(lena>lenb)
	{
		for(i=minlen;i<maxlen;i++)
		{
			sumh=ai[i]+carry;
			ci[i]=sumh%10;
			carry=sumh/10;
		}
	}
	else
	{
		for(i=minlen;i<maxlen;i++)
		{
			sumh=bi[i]+carry;
			ci[i]=sumh%10;
			carry=sumh/10;
		}
	}
	if(carry>0)
	{
		ci[maxlen]=carry;
		j=0;
		for(i=maxlen;i>=0;i--)
		{
			if(ci[i]!=0||j==1)
			{
				cout<<ci[i];
				j=1;
			}
		}
		cout<<endl;
	}
	else
	{
		j=0;
		for(i=maxlen-1;i>=0;i--)
		{
			if(ci[i]!=0||j==1)
			{
				cout<<ci[i];
				j=1;
			}
		}
		cout<<endl;
	}

	return 0;
}"
694,"#include<stdio.h>
#include<string.h>
int main()
{
	char a[101],b[101],c[1000];
	int i,p=0,n1,n2;
	while(scanf(""%s %s"",a,b)!=EOF)
	{
		n1=strlen(a)-1;
		n2=strlen(b)-1;
		for(i=0;n1>=0||n2>=0;i++,n1--,n2--)
		{
			if(n1>=0 && n2>=0)
				c[i]=a[n1]+b[n2]-'0'+p;
			if(n1>=0 && n2<0)
				c[i]=a[n1]+p;
			if(n1<0 && n2>=0)
				c[i]=b[n2]+p;
			p=0;
			if(c[i]>'9')
			{
				c[i]=c[i]-10;
				p=1;
			}
		}
		if(p==1){printf(""%d"",p);}
		while(i--)
		{	
			if(i==0)
				printf(""%c\n"",c[i]);
			else
				printf(""%c"",c[i]);
		}
	}
	return 0;
}
 "
695,"#include<stdio.h>
struct NBA
{
	char dress[10];
	int year;
};
int main()
{
	int n;
	while(scanf(""%d\n"",&n)!=EOF)
	{
		struct NBA team[80];
		for(int i=0;i<n;i++)
		{
			scanf(""%s %d"",team[i].dress,&team[i].year);
		}
		NBA s;
		for(int p=0;p<n-1;p++)
		{
			for(int j=0;j<n-p-1;j++)
			{
				if(team[j+1].year<team[j].year)
				{
					s=team[j];
					team[j]=team[j+1];
					team[j+1]=s;
				}
			}
		}
		for(int k=0;k<n;k++)
		{
			printf(""%d %s\n"",team[k].year,team[k].dress);
		}
	}
	return 0;
}
"
696,"#include<iostream>
#include<cstdio>
using namespace std;
struct NBA{
	char name[100];
	int time;
}a[100],t;
int main()
{
	int n,i,j,k;	
	cin>>n;
	for(i=0;i<n;i++)
	{
		cin>>a[i].name;
		cin>>a[i].time;
	}
	for(i=0;i<n-1;i++)
	{
		k=i;
		for(j=i+1;j<n;j++)
		{
			
			if(a[k].time>a[j].time)k=j;
			if(k!=i)
			{
				t=a[j];
				a[j]=a[k];
				a[k]=t;
			}
		}
		for(i=n-1;i>=0;i--)
		{
			cout<<a[i].time<<' '<<a[i].name<<endl;
		}
	
	}

return 0;

}"
697,"#include<iostream>
#include<stdio.h>
#include<string.h>
#include<algorithm>
using namespace std;
int max(int a,int b)
{
   if(a>b)
	   return a;
   else 
	   return b;
}
int main()
{
   char aa[100];
   char bb[100];
   char c[101];
   char *a;
   char *b;
   int la,lb,temp;
   while(gets(aa)&&gets(bb)){
	   la=strlen(aa);
	   lb=strlen(bb);
	   a=strrev(aa);
	   b=strrev(bb);
	   temp=0;
	   int i=0;
       while(i<la||i<lb){
		   if(i>=la)
			   a[i]='0';
		   if(i>=lb)
			   b[i]='0';
	       c[i]=(a[i]-'0'+b[i]-'0'+temp)%10+'0';
		   temp=(a[i]-'0'+b[i]-'0'+temp)/10;
		   i++;
	   }
		if(temp>0)
		cout<<temp;
		for(int j=i-1;j>=0;j--)
            cout<<c[j];
		cout<<endl;
		
   } 
    return 0;
}"
698,"#include<stdio.h>
#include<string.h>
int main()
{
	char add1[100],add2[100];
	int res[100];
	int c=0,str1,str2,i,j,str3;
	while(scanf(""%s %s"",&add1,&add2)!=EOF){
	int res[100];
	int c=0,str1,str2,i,j,str3;
	str1=strlen(add1);
	str2=strlen(add2);
	if(str1>str2)
	{
		str3=str1;
		for(i=str3-1,j=str2-1;j>=0;j--,i--)
			add2[i]=add2[j];
		while(i>=0)
		{
			add2[i]='0';
			i--;
		}
	}
	else
	{
		str3=str2;
		for(i=str3-1,j=str1-1;j>=0;j--,i--)
			add1[i]=add1[j];
		while(i>=0)
		{
			add1[i]='0';
			i--;
		}
	}
	for(i=str3-1; i>=0; i--)
	{
		if(add1[i]-c<add2[i])
		{
			add1[i]=10+add1[i]-c;
			c=1;
		}
		else
		{
			add1[i]=add1[i]-c;
			c=0;
		}
		res[i]=add1[i]-add2[i];	
	}

	for(i=0;i<str3;i++)
		printf(""%d"",res[i]);
	printf(""\n"");
	}
	return 0;
}"
